Date,adj_close
1999-03-10,43.02705001831055
1999-03-11,43.23771286010742
1999-03-12,42.184410095214844
1999-03-15,43.39570236206055
1999-03-16,43.764366149902344
1999-03-17,43.4483642578125
1999-03-18,44.2910270690918
1999-03-19,43.158721923828125
1999-03-22,42.63205337524414
1999-03-23,41.131126403808594
1999-03-24,42.526737213134766
1999-03-25,44.08036804199219
1999-03-26,43.60635757446289
1999-03-29,45.18629837036133
1999-03-30,44.870323181152344
1999-03-31,44.21202850341797
1999-04-01,45.13365173339844
1999-04-05,46.76625061035156
1999-04-06,46.85841751098633
1999-04-07,46.37126922607422
1999-04-08,46.73991012573242
1999-04-09,47.029579162597656
1999-04-12,46.71357727050781
1999-04-13,46.08161163330078
1999-04-14,44.501678466796875
1999-04-15,45.10731506347656
1999-04-16,43.79069137573242
1999-04-19,41.73678207397461
1999-04-20,42.684730529785156
1999-04-21,44.79132843017578
1999-04-22,46.00260543823242
1999-04-23,46.60824966430664
1999-04-26,47.681297302246094
1999-04-27,46.95058059692383
1999-04-28,45.34429931640625
1999-04-29,44.975643157958984
1999-04-30,45.265296936035156
1999-05-03,45.028316497802734
1999-05-04,44.31735610961914
1999-05-05,45.66029739379883
1999-05-06,44.0013427734375
1999-05-07,44.633331298828125
1999-05-10,45.08099365234375
1999-05-11,45.791954040527344
1999-05-12,46.73991012573242
1999-05-13,45.87094497680664
1999-05-14,45.00197982788086
1999-05-17,45.81168746948242
1999-05-18,45.607608795166016
1999-05-19,46.23961639404297
1999-05-20,44.96907043457031
1999-05-21,44.5543327331543
1999-05-24,43.42203903198242
1999-05-25,42.000118255615234
1999-05-26,43.17189025878906
1999-05-27,43.13237762451172
1999-05-28,43.84337615966797
1999-06-01,42.869056701660156
1999-06-02,43.59318923950195
1999-06-03,42.974403381347656
1999-06-04,44.2910270690918
1999-06-07,45.21263885498047
1999-06-08,44.08036804199219
1999-06-09,44.81764602661133
1999-06-10,44.304176330566406
1999-06-11,43.63270950317383
1999-06-14,42.80980682373047
1999-06-15,43.4483642578125
1999-06-16,45.68003463745117
1999-06-17,46.18695068359375
1999-06-18,46.39759063720703
1999-06-21,47.7866325378418
1999-06-22,46.34492874145508
1999-06-23,47.075645446777344
1999-06-24,46.14084243774414
1999-06-25,46.08161163330078
1999-06-28,47.174415588378906
1999-06-29,47.819549560546875
1999-06-30,48.55684280395508
1999-07-01,48.886016845703125
1999-07-02,49.50482177734375
1999-07-06,49.18882751464844
1999-07-07,49.267822265625
1999-07-08,49.926124572753906
1999-07-09,50.42644500732422
1999-07-12,50.163143157958984
