trial,family,sharpe_annual
"MA(50,250)",ma_crossover,0.5113842364999037
TSMOM(180),ts_momentum,0.4964300401949051
"MA(40,250)",ma_crossover,0.4932314710216404
"MA(50,200)",ma_crossover,0.44998159907020585
"MA(12,200)",ma_crossover,0.4481813362545894
"MA(30,200)",ma_crossover,0.43792118797942836
"MA(20,180)",ma_crossover,0.43717737944924817
"MA(40,180)",ma_crossover,0.4346201495148959
"MA(30,180)",ma_crossover,0.4262741226413798
"MA(15,180)",ma_crossover,0.42248283920731133
"MA(10,200)",ma_crossover,0.4222333815384698
"MA(25,200)",ma_crossover,0.41454381730636986
TSMOM(250),ts_momentum,0.4124719748896481
"MA(50,150)",ma_crossover,0.41206291311748405
"MA(20,250)",ma_crossover,0.4035440853844818
"MA(15,200)",ma_crossover,0.4018340038102239
"MA(5,250)",ma_crossover,0.39828737013631677
"MA(12,180)",ma_crossover,0.3976083016781034
"MA(40,200)",ma_crossover,0.3928674813175456
"MA(12,250)",ma_crossover,0.3910305040190409
"MA(10,250)",ma_crossover,0.3898620831008177
"MA(30,250)",ma_crossover,0.38577041475112095
"MA(25,180)",ma_crossover,0.3809311977423212
"MA(20,200)",ma_crossover,0.38005472811944285
"MA(8,200)",ma_crossover,0.3776464510421078
"MA(50,180)",ma_crossover,0.3768066774703344
"MA(8,250)",ma_crossover,0.36958686334642665
"MA(3,250)",ma_crossover,0.35861904904317954
"MA(10,180)",ma_crossover,0.35641630637877386
TSMOM(200),ts_momentum,0.3560577608079919
"MA(25,250)",ma_crossover,0.3356791757256316
"MA(5,200)",ma_crossover,0.3238754183981315
