trial,family,sharpe_annual
TSMOM(180),ts_momentum,0.5216093402160319
"MA(50,250)",ma_crossover,0.5151012903751737
"MA(40,250)",ma_crossover,0.4970056318580897
"MA(12,200)",ma_crossover,0.4570203390479043
"MA(50,200)",ma_crossover,0.454728615844996
"MA(20,180)",ma_crossover,0.4442761423565643
"MA(30,200)",ma_crossover,0.44298595252351775
"MA(40,180)",ma_crossover,0.4397405448854076
"MA(30,180)",ma_crossover,0.4323755561734332
"MA(10,200)",ma_crossover,0.4314075547898305
"MA(15,180)",ma_crossover,0.43097177499734585
TSMOM(250),ts_momentum,0.4281690427212301
"MA(25,200)",ma_crossover,0.42067699391334773
"MA(50,150)",ma_crossover,0.41953666559090536
"MA(5,250)",ma_crossover,0.4105471302209669
"MA(15,200)",ma_crossover,0.4100310240515219
"MA(20,250)",ma_crossover,0.4092822368044871
"MA(12,180)",ma_crossover,0.4078140518362544
"MA(12,250)",ma_crossover,0.39848247876003384
